,loss,accuracy,val_loss,val_accuracy
0,0.6922475099563599,0.49875929951667786,0.6901145577430725,0.49065420031547546
1,0.687420666217804,0.5359801650047302,0.6804043054580688,0.5420560836791992
2,0.6721799969673157,0.6013234257698059,0.6680046916007996,0.5981308221817017
3,0.659252405166626,0.661703884601593,0.6609997749328613,0.6074766516685486
4,0.6425183415412903,0.6517783403396606,0.6638160943984985,0.6074766516685486
5,0.643343985080719,0.6583953499794006,0.6529947519302368,0.6074766516685486
6,0.640011727809906,0.6633581519126892,0.6479669213294983,0.6308411359786987
7,0.6320220828056335,0.676592230796814,0.6535707712173462,0.5981308221817017
8,0.6192190647125244,0.6881720423698425,0.6106653809547424,0.677570104598999
9,0.6137604117393494,0.6947891116142273,0.6240721940994263,0.644859790802002
10,0.6037687063217163,0.6980975866317749,0.6099376082420349,0.6682242751121521
11,0.5878892540931702,0.7253928780555725,0.5772310495376587,0.7196261882781982
12,0.5800271034240723,0.7220843434333801,0.5730107426643372,0.7196261882781982
13,0.5831920504570007,0.7179487347602844,0.5678394436836243,0.7383177280426025
14,0.5710461735725403,0.7278742790222168,0.5606039762496948,0.7242990732192993
15,0.5631448030471802,0.7237386107444763,0.5720331072807312,0.7289719581604004
16,0.5512553453445435,0.7377998232841492,0.5239850878715515,0.7476635575294495
17,0.5508447885513306,0.7402812242507935,0.5516677498817444,0.7289719581604004
18,0.5411860346794128,0.745244026184082,0.526502788066864,0.7850467562675476
19,0.5358413457870483,0.751861035823822,0.4987936019897461,0.7803738117218018
20,0.5410716533660889,0.745244026184082,0.5200069546699524,0.7383177280426025
21,0.5337641835212708,0.7493796348571777,0.5225391983985901,0.7616822719573975
22,0.5321580767631531,0.7386269569396973,0.4980483055114746,0.7850467562675476
23,0.525083065032959,0.7502067685127258,0.49720650911331177,0.7897196412086487
24,0.5201169848442078,0.7601323127746582,0.48691537976264954,0.7757009267807007
25,0.5058760643005371,0.7568238377571106,0.4757712781429291,0.7803738117218018
26,0.5017021298408508,0.7659222483634949,0.47773027420043945,0.8037382960319519
27,0.511328935623169,0.7708850502967834,0.4988681674003601,0.7803738117218018
28,0.5037087202072144,0.7659222483634949,0.47183123230934143,0.8037382960319519
29,0.5105599761009216,0.7551695704460144,0.5299524068832397,0.7663551568984985
30,0.5088430047035217,0.766749382019043,0.49611011147499084,0.7803738117218018
31,0.49607619643211365,0.7717121839523315,0.4845697283744812,0.7803738117218018
32,0.48546481132507324,0.7708850502967834,0.48235753178596497,0.7803738117218018
33,0.4758710563182831,0.7766749262809753,0.47204259037971497,0.8037382960319519
34,0.5095213651657104,0.774193525314331,0.48461806774139404,0.7897196412086487
35,0.49214982986450195,0.7799834609031677,0.46605566143989563,0.8037382960319519
36,0.48222655057907104,0.773366391658783,0.4492064118385315,0.822429895401001
37,0.4614247679710388,0.7866004705429077,0.4585530757904053,0.8084112405776978
38,0.4589156210422516,0.7766749262809753,0.4615928530693054,0.8037382960319519
39,0.4582047462463379,0.7832919955253601,0.4756104648113251,0.8084112405776978
40,0.4437958002090454,0.7882547378540039,0.4362391531467438,0.827102780342102
41,0.45611637830734253,0.7808105945587158,0.5225707292556763,0.7570093274116516
42,0.45390042662620544,0.7849462628364563,0.43340060114860535,0.8084112405776978
43,0.4448010325431824,0.7899090051651001,0.44108352065086365,0.8084112405776978
44,0.4702187776565552,0.7808105945587158,0.4762093722820282,0.7943925261497498
45,0.4710385501384735,0.789081871509552,0.4396975040435791,0.7990654110908508
46,0.4606442451477051,0.789081871509552,0.4293639659881592,0.8084112405776978
47,0.4481090009212494,0.7874276041984558,0.42515161633491516,0.8177570104598999
48,0.4420546591281891,0.7965260744094849,0.4334460496902466,0.8177570104598999
49,0.4329710304737091,0.7965260744094849,0.4415472447872162,0.7990654110908508
50,0.4397933781147003,0.7899090051651001,0.453135222196579,0.822429895401001
51,0.4191482961177826,0.798180341720581,0.4309427738189697,0.8177570104598999
52,0.3989260196685791,0.8114144206047058,0.43044278025627136,0.8130841255187988
53,0.4066641926765442,0.803970217704773,0.4645144045352936,0.8037382960319519
54,0.4055461287498474,0.804797351360321,0.47983860969543457,0.8177570104598999
55,0.4109472632408142,0.8064516186714172,0.4262266457080841,0.8177570104598999
56,0.40294763445854187,0.8122414946556091,0.45457494258880615,0.822429895401001
57,0.4066121578216553,0.8155500292778015,0.4345879554748535,0.8084112405776978
58,0.3867664635181427,0.8130686283111572,0.426937460899353,0.7803738117218018
59,0.3899537920951843,0.8271298408508301,0.4257092773914337,0.7990654110908508
60,0.38680556416511536,0.826302707195282,0.4199709892272949,0.822429895401001
